1.0215,0.19535,0.26489,0.044327,1.1181,0.044327,0.26489,0.19535,4327,1.0146,0.16224,0.36494,0.15017,0.47485,0.15017,0.36494,0.16224,6566,1.0115,0.128,0.16739,0.19487,0.84185,0.19487,0.16739,0.128,4433,1.0067,0.052062,0.36676,0.14826,0.18022,0.14826,0.36676,0.052062,11499,1.0019,0.013242,0.74763,0.028723,0.32906,0.028723,0.74763,0.013242,20216,0.99952,0.017601,0.59726,0.22744,0.88449,0.22744,0.59726,0.017601,29950,0.99598,0.035738,0.30845,0.043998,0.28497,0.043998,0.30845,0.035738,11957,0.99403,0.08525,0.50845,0.59689,1.2894,0.59689,0.50845,0.08525,16898,0.99854,0.318,1.0356,0.54997,2.6526,0.54997,1.0356,0.318,1.1704e+05
1.0212,0.29079,0.31036,0.17697,0.83519,0.17697,0.31036,0.29079,5048,1.0142,0.093331,0.58823,0.028261,0.14031,0.028261,0.58823,0.093331,6910,1.0117,0.043974,0.29363,0.036369,0.41555,0.036369,0.29363,0.043974,4725,1.0064,0.040285,0.1924,0.13128,0.051493,0.13128,0.1924,0.040285,10914,1.002,0.0040236,0.38156,0.049736,0.49504,0.049736,0.38156,0.0040236,17985,0.99969,0.021232,0.15618,0.065182,0.83477,0.065182,0.15618,0.021232,33265,0.99446,0.021333,0.27933,0.085692,0.15565,0.085692,0.27933,0.021333,11578,0.99293,0.06929,0.43743,0.20943,1.0007,0.20943,0.43743,0.06929,15003,0.99862,0.25573,1.0206,0.19503,0.13561,0.19503,1.0206,0.25573,1.1839e+05
1.0179,0.097782,0.17375,0.56855,2.0482,0.56855,0.17375,0.097782,9271,1.0153,0.064482,0.30516,0.025691,0.27484,0.025691,0.30516,0.064482,32060,1.011,0.019965,0.28051,0.025757,1.5849,0.025757,0.28051,0.019965,23693,1.0079,0.072986,0.21533,0.062259,0.45788,0.062259,0.21533,0.072986,1.1931e+05,1.0031,0.018547,0.25374,0.059731,1.0171,0.059731,0.25374,0.018547,1.9652e+05,1.0011,0.017722,0.23043,0.029984,0.87526,0.029984,0.23043,0.017722,4.3223e+05,0.99715,0.047537,0.11168,0.024074,0.5071,0.024074,0.11168,0.047537,1.2374e+05,0.99566,0.065079,0.12357,0.015867,0.50374,0.015867,0.12357,0.065079,1.7342e+05,0.99859,0.058504,0.21068,0.026548,0.61807,0.026548,0.21068,0.058504,1.4767e+06
1.0191,0.10416,0.062002,0.49955,2.0074,0.49955,0.062002,0.10416,9297,1.0154,0.065638,0.23539,0.25266,0.24387,0.25266,0.23539,0.065638,31306,1.0111,0.074368,0.095365,0.088907,1.4538,0.088907,0.095365,0.074368,23820,1.0074,0.051946,0.19618,0.1765,0.44073,0.1765,0.19618,0.051946,1.1819e+05,1.0029,0.024885,0.29803,0.070501,0.91278,0.070501,0.29803,0.024885,1.9499e+05,1.0009,0.023669,0.24705,0.033744,0.85662,0.033744,0.24705,0.023669,4.2192e+05,0.99701,0.025136,0.12121,0.051963,0.56272,0.051963,0.12121,0.025136,1.1881e+05,0.99584,0.021125,0.21338,0.067896,0.59492,0.067896,0.21338,0.021125,1.7444e+05,0.99872,0.057332,0.34536,0.13164,0.95555,0.13164,0.34536,0.057332,1.4938e+06
1.0261,0.078418,0.22087,0.44001,2.5211,0.44001,0.22087,0.078418,8599,1.0233,0.013159,0.12957,0.076074,0.10364,0.076074,0.12957,0.013159,30927,1.014,0.03058,0.060757,0.18334,2.3094,0.18334,0.060757,0.03058,20918,1.0109,0.031088,0.11998,0.11579,0.14323,0.11579,0.11998,0.031088,1.0681e+05,1.0041,0.015979,0.43994,0.048363,1.3358,0.048363,0.43994,0.015979,1.5992e+05,1.0018,0.0089672,0.21224,0.065051,1.1388,0.065051,0.21224,0.0089672,4.2283e+05,0.99648,0.042858,0.11324,0.06708,0.50037,0.06708,0.11324,0.042858,1.1582e+05,0.9953,0.14123,0.21154,0.089327,0.36511,0.089327,0.21154,0.14123,2.0673e+05,0.99796,0.093196,0.21419,0.023171,0.66143,0.023171,0.21419,0.093196,1.5084e+06
1.0221,0.038174,0.17601,0.35639,2.2983,0.35639,0.17601,0.038174,9286,1.0178,0.082533,0.14651,0.26162,0.18862,0.26162,0.14651,0.082533,33723,1.0126,0.041511,0.092335,0.038376,1.72,0.038376,0.092335,0.041511,23913,1.0085,0.047995,0.17142,0.079058,0.30549,0.079058,0.17142,0.047995,1.177e+05,1.0032,0.018216,0.41773,0.072677,1.0292,0.072677,0.41773,0.018216,1.8446e+05,1.001,0.02393,0.23961,0.11732,1.0695,0.11732,0.23961,0.02393,4.4097e+05,0.9966,0.0045062,0.14331,0.030102,0.42186,0.030102,0.14331,0.0045062,1.2477e+05,0.99536,0.081137,0.23871,0.052124,0.36563,0.052124,0.23871,0.081137,1.855e+05,0.99845,0.05271,0.22978,0.041652,0.6828,0.041652,0.22978,0.05271,1.4554e+06
1.0183,0.18849,0.30945,0.5491,2.0392,0.5491,0.30945,0.18849,9097,1.0138,0.12584,0.45459,0.14486,0.31337,0.14486,0.45459,0.12584,32726,1.0102,0.13933,0.20967,0.19611,1.0319,0.19611,0.20967,0.13933,23038,1.0066,0.032936,0.11535,0.12164,0.38559,0.12164,0.11535,0.032936,1.172e+05,1.0027,0.018208,0.30878,0.096121,0.54379,0.096121,0.30878,0.018208,1.7672e+05,1.0008,0.046157,0.17326,0.043459,1.0145,0.043459,0.17326,0.046157,4.4801e+05,0.99733,0.11847,0.14875,0.076618,0.57935,0.076618,0.14875,0.11847,1.1801e+05,0.99623,0.062427,0.26164,0.13197,0.86825,0.13197,0.26164,0.062427,1.7587e+05,0.9989,0.075753,0.20943,0.072439,1.2184,0.072439,0.20943,0.075753,1.4808e+06
1.0238,0.027373,0.059717,0.43972,2.3441,0.43972,0.059717,0.027373,8353,1.0195,0.033196,0.16948,0.057819,0.42563,0.057819,0.16948,0.033196,30164,1.0128,0.059195,0.13002,0.12537,1.9158,0.12537,0.13002,0.059195,21028,1.0091,0.021569,0.13842,0.068963,0.38002,0.068963,0.13842,0.021569,1.1062e+05,1.0033,0.033726,0.31659,0.14942,1.2396,0.14942,0.31659,0.033726,1.7336e+05,1.0013,0.011731,0.15315,0.016671,1.0371,0.016671,0.15315,0.011731,4.3133e+05,0.99647,0.04504,0.179,0.056206,0.56113,0.056206,0.179,0.04504,1.1694e+05,0.99583,0.040667,0.21508,0.073616,0.31585,0.073616,0.21508,0.040667,1.892e+05,0.99836,0.052925,0.13054,0.014812,0.53894,0.014812,0.13054,0.052925,1.5046e+06
1.0175,0.083051,0.64494,0.78898,2.3022,0.78898,0.64494,0.083051,7353,1.0133,0.078973,0.47589,0.27753,0.5167,0.27753,0.47589,0.078973,27390,1.0095,0.081659,0.37837,0.25046,1.4206,0.25046,0.37837,0.081659,18994,1.0061,0.041386,0.27284,0.17416,0.023139,0.17416,0.27284,0.041386,1.0618e+05,1.0024,0.031167,0.16556,0.043655,0.8777,0.043655,0.16556,0.031167,1.5439e+05,1.0009,0.051249,0.10533,0.063126,1.2671,0.063126,0.10533,0.051249,4.485e+05,0.99768,0.08527,0.051199,0.053145,0.42441,0.053145,0.051199,0.08527,1.1201e+05,0.99678,0.05489,0.34469,0.016462,0.40406,0.016462,0.34469,0.05489,1.6833e+05,0.99897,0.040109,0.35182,0.069929,0.94659,0.069929,0.35182,0.040109,1.5523e+06
1.0192,0.061569,0.13018,0.41032,2.3055,0.41032,0.13018,0.061569,6936,1.015,0.12801,0.23212,0.25416,0.32178,0.25416,0.23212,0.12801,26759,1.0094,0.15725,0.19823,0.28506,1.7435,0.28506,0.19823,0.15725,17072,1.0063,0.031425,0.17119,0.024146,0.042936,0.024146,0.17119,0.031425,1.0183e+05,1.0022,0.029189,0.22868,0.072661,0.85526,0.072661,0.22868,0.029189,1.5275e+05,1.0008,0.0055317,0.20089,0.14468,1.1549,0.14468,0.20089,0.0055317,4.4401e+05,0.99754,0.051837,0.15586,0.055442,0.48556,0.055442,0.15586,0.051837,1.0669e+05,0.9968,0.072523,0.21986,0.056308,0.46656,0.056308,0.21986,0.072523,1.727e+05,0.99898,0.067629,0.30626,0.077165,0.91042,0.077165,0.30626,0.067629,1.5691e+06
