GeneID,startLoc,endLoc
79729,36306348,36329221
55194,36322030,36324154
83931,36339619,36385927
84967,36393420,36397959
127700,36417906,36450485
64960,36455761,36464439
1441,36466043,36483314
2899,36795527,37034243
80149,37474518,37484377
64769,37489960,37514819
79753,37534449,37554344
7802,37556919,37566857
29889,37566812,37595985
284654,37611350,37634923
54955,37681570,37692336
55143,37692401,37709719
284656,37715892,37765152
149175,37793816,37801606
79693,37802942,37808193
127687,37807801,37809454
4520,37809567,37859624
3633,37860697,37947094
10946,37956975,37990110
2275,37996765,38005515
51118,38012712,38024825
5453,38043851,38046778
107985103,38046742,38056849
64121,38838197,38859823
26292,38862490,38873378
81025,38874067,38881626
54933,38885806,38941830
79647,38991244,39006065
4725,39026295,39034636
23499,39084167,39487138
643314,39409504,39416482
105378950,39488957,39491993
353500,39491626,39529869
8761,39560813,39576849
26508,39623431,39639676
84618,39659121,39672038
51440,39678648,39691710
10450,39738845,39763914
656,39757182,39788861
64064,39769525,39771348
656,39772847,39788579
54802,39841031,39883511
4610,39895424,39902015
84879,39955112,39969968
10487,40040070,40072649
5538,40072710,40097470
6018,40161369,40240921
127391,40247901,40251693
10269,40258050,40294184
1298,40300487,40317653
64744,40373706,40423326
65243,40450068,40466765
339559,40477220,40496343
64789,40508719,40516556
127396,40531349,40548169
9783,40620680,40692104
4802,40691570,40771603
9132,40784012,40840457
163732,40861056,40862346
1503,40979299,41012565
200172,41015597,41023444
22955,41027199,41242155
100132074,41361931,41383591
1907,41478775,41484698
59269,41506365,42035921
2981,42153421,42155824
2980,42162691,42164724
22887,42176539,42335877
284716,42380797,42425813
84217,42430329,42456267
79717,42456341,42473381
728621,42521240,42654664
10465,42657770,42676758
4904,42682235,42703803
149461,42733093,42740254
64175,42746335,42767084
79078,42767245,42775742
100129924,42787990,42798230
374969,42807052,42817388
114625,42817105,42844991
51058,42846573,42852477
6513,42925375,42959176
440585,43142959,43156396
10969,43164174,43172570
149465,43172330,43254358
128218,43269921,43274002
149466,43281865,43285840
7075,43300895,43323110
4352,43336875,43354464
991,43358955,43363203
64834,43363397,43368074
112950,43383908,43389812
23334,43389885,43454247
81888,43450607,43454241
5792,43522238,43623672
9682,43650118,43705518
6487,43707497,43931165
9048,43933320,43937240
9670,43946806,43968022
1802,43969979,43973371
533,43974648,43978300
8704,43979202,43991171
149473,43991247,43996528
6536,43996483,44031492
128209,44043927,44135140
55929,44213428,44220679
79033,44221070,44355298
55182,44404988,44651724
79639,44653247,44674608
339541,44674696,44725591
11004,44739704,44767767
6202,44775574,44778740
266675,44781836,44792828
1263,44800225,44805995
343521,44805908,44807456
149478,44807442,44814199
8643,44819844,44842944
8891,44850522,44986722
79654,45002548,45011355
7389,45012133,45015669
57643,45016399,45206586
84842,45326873,45328675
4595,45329242,45340925
114034,45339457,45343978
10420,45343883,45491342
25974,45500184,45511266
5052,45511035,45522890
10327,45550779,45570051
4678,45583988,45618906
149483,45620044,45624787
60313,45627304,45686691
51249,45688175,45694436
3652,45694324,45750813
23139,45786992,46036124
8503,46040140,46176495
10103,46175077,46196489
55624,46188681,46220305
541468,46203334,46221256
8438,46247695,46278477
10489,46278400,46303366
7388,46303613,46316777
387338,46340177,46365152
2166,46394267,46413848
127343,46489837,46514226
148930,46545638,46551657
8569,46557407,46607140
148932,46607715,46616891
64756,46635039,46668427
374973,46669344,46673603
9813,46675159,46719064
1580,46798995,46819349
1579,46929174,46941484
260293,46961364,47055432
199974,47067488,47118320
284541,47137425,47149738
10158,47183589,47190099
6886,47216290,47232389
6491,47250139,47314787
51727,47333797,47378839
2301,47416072,47418052
2306,47436017,47440691
388630,47760528,47997367
200010,48221113,48248644
54558,48258643,48472208
84871,48520157,50024011
79656,48727523,48778603
84871,48863558,50024011
1996,50048014,50203786
63950,50417550,50423447
11124,50441263,50960264
1031,50968695,50974637
284546,51102234,51148082
26994,51236273,51273447
22996,51287258,51345116
2060,51354263,51519354
114883,51616874,51789219
4898,51789192,51878937
5865,51907956,51990764
51060,52020131,52056171
112970,52032105,52033800
91408,52056185,52090716
9372,52142001,52348664
200014,52348437,52366291
4998,52371408,52404471
84950,52404547,52419723
23318,52423275,52553463
2882,52602371,52609051
348378,52631438,52657067
65260,52686342,52698366
79699,52726454,52827342
440590,52842511,52894575
55268,52895910,52927212
6342,52927229,53051617
127435,53062052,53085502
6512,53087179,53142632
1376,53196429,53214197
54987,53214099,53220639
4116,53226892,53238610
7804,53242364,53328149
63948,53459399,53467488
148979,53506233,53739171
55706,53765460,53838552
54432,53851719,53889814
1733,53894187,53911086
51668,53921561,53946308
115353,53946077,53968168
388633,54007298,54018186
9528,54026681,54053573
127428,54053572,54112240
200008,54138995,54153006
606495,54172336,54200073
51253,54200167,54225489
23648,54225431,54413479
26027,54548134,54634744
338094,54609177,54623527
374977,54641740,54710267
7268,54715822,54742657
25973,54756898,54764553
55001,54779696,54802379
163747,54806063,54842264
1718,54849627,54887248
199964,54980614,54992293
7809,54998944,55008792
255738,55039476,55064853
23358,55066359,55215374
8613,56494747,56579584
5563,56645317,56715335
199920,56718804,56831985
731,56854770,56918221
732,56929210,56974383
1600,56997906,58250539
115209,58480719,58546799
4070,58575423,58577494
114803,58654739,58700091
3725,58780791,58784113
55277,59296405,59762730
51361,59814861,59876378
1573,59893308,59926798
127795,59990394,60073770
4774,61077124,61462788
83941,61681047,61725423
10207,61742477,62163920
54596,62194802,62212328
163782,62236165,62319414
7398,62436304,62451804
85440,62454726,62688368
27329,62597487,62606305
84938,62784106,62865270
27022,63323059,63325126
29929,63367590,63438562
23421,63440770,63523517
84455,63523301,63585400
5236,63593276,63660245
4919,63774019,64181498
148581,64202802,64267381
57685,64470793,64693058
55225,64744979,64833232
3716,64833223,65067746
107983962,65048336,65068641
205,65147342,65232145
9829,65264694,65415869
54741,65420448,65436007
3953,65420652,65637493
54741,65420716,65436007
3953,65525689,65635428
5142,65792510,66374579
84251,66533272,66751139
200132,66752147,66779051
10022,66797741,66801259
79819,66812885,66924887
57708,66924895,66988619
23169,66999332,67054397
400757,67092176,67141646
149233,67138638,67259979
3595,67307351,67397730
26135,67407810,67430440
1647,67685177,67688338
55970,67701466,67833779
9077,68045962,68051762
79971,68098459,68233000
6121,68428822,68450322
55635,68474152,68497221
57554,69567130,70152426
55631,70144802,70205678
9295,70205682,70252020
81573,70259002,70354977
11147,70353840,70368023
1491,70411218,70441949
5733,70852353,71047814
9406,71063291,71081289
257194,71402942,72282850
127255,74026015,74198201
100526835,74198212,74544432
8790,74198212,74208702
51086,74235387,74544432
105378803,74468980,74540227
127254,74568111,74674343
1429,74705482,74733408
127253,74733143,74766677
431707,75128434,75199454
204962,75202131,75724261
34,75724347,75763679
5876,75786194,75795090
4438,75796871,75913238
127247,75918873,75937625
256435,76074684,76632880
81849,76867408,77067538
10026,77088981,77219447
26289,77281908,77559969
26009,77561526,77683440
23032,77695987,77759879
374986,77779624,77879540
91624,77888515,77946329
8880,77944055,77979494
11080,77979158,78017964
54810,78044962,78138449
5737,78490974,78540701
10964,78620382,78646145
10561,78648554,78664078
64123,78889764,79006810
23266,81306155,81992738
79739,83865021,83999340
5567,84077975,84238498
148418,84298366,84350798
58511,84398532,84415895
80135,84479237,84498350
2787,84498323,84506579
100505741,84506301,84556495
1486,84553121,84574480
117178,84643707,84690757
23566,84813403,84893213
255231,84925583,84997122
55283,85018082,85048902
126820,85062298,85133138
84144,85157673,85201725
148423,85249953,85259672
8915,85265776,85276904
23576,85318485,85578363
3491,85580761,85583967
54680,85649423,85708447
255631,85728507,86156987
57489,86346824,86396345
9635,86424086,86456558
1179,86468843,86500294
22802,86547076,86580758
51100,86704570,86748184
9403,86862445,86914424
9653,86914652,87109998
101927844,87203104,87251331
8543,87328468,87348923
5586,88684144,88836255
2959,88852638,88891944
56267,88935773,88992960
494115,88979456,88992960
2635,89006677,89022880
2633,89052304,89065360
2634,89106132,89126159
388646,89131751,89176040
115361,89181148,89198950
115362,89258950,89272861
163351,89363877,89388160
23507,89522627,89597861
84230,89615810,89719535
55144,89821014,89936432
284695,89995095,90035531
343472,90712022,90717237
84146,90915298,91022269
164045,91260766,91408008
8317,91500814,91525764
7049,91680343,91906002
676,91949371,92014428
253152,92029976,92063536
646817,92074436,92075472
284697,92080305,92147840
23285,92167052,92188509
388649,92217920,92245812
11146,92245786,92441936
79871,92298965,92388175
2672,92473043,92486876
7813,92508696,92792404
6125,92832037,92841924
388650,92832729,92961522
22823,93079219,93139081
50999,93149742,93180689
343099,93179802,93279037
1810,93345921,93362592
54874,93448067,93569671
8412,93561741,93847150
30836,93869458,93879206
2730,93885199,93909598
24,93992837,94121149
9411,94168907,94275068
5825,94385106,94518663
2152,94529176,94541857
126969,94820342,94895247
1266,94896949,94927223
105378862,94926412,94931868
199857,94982723,95072973
148534,95092517,95197607
100527978,95117923,95244955
25950,95234155,95247225
58155,96721605,96815049
1806,97077743,97921059
51375,98661344,98760500
163404,98890245,99005850
9890,99262956,99309584
54873,99645875,99694541
391059,99708699,99766630
178,99850077,99924023
23443,99969367,100026979
64645,100038078,100083377
163786,100082632,100133095
54482,100133080,100150498
127495,100148448,100178273
1629,100186922,100249864
8634,100266158,100292769
8556,100345015,100520281
54112,100538172,100542027
7412,100719640,100739045
2135,100872372,100895411
148867,100896076,100996913
51611,100989623,101025806
1901,101236749,101241520
118427,101800028,101997234
1301,102876467,103108580
101928436,103418079,103525483
55599,103525956,103555239
280,103554644,103579534
279,103617332,103625780
276,103655519,103664551
277,103687415,103696452
278,103745430,103758692
55170,107056645,107059294
22854,107139918,107484899
10451,107571160,107964923
29957,108134722,108200358
148545,108222464,108244081
653149,108421496,108471903
284611,108560349,108639327
113802,108648288,108661526
55119,108692292,108701803
163479,108712934,108742749
6814,108746663,108809526
254268,108815898,108857104
29899,108875350,108934335
23155,108929508,108963499
22911,108970211,109042228
6884,109064376,109076002
56900,109090741,109096934
127003,109105951,109113877
57535,109113963,109206781
6301,109213893,109238182
1952,109249705,109275756
84722,109279554,109283182
343263,109292365,109309394
6272,109309565,109397945
5686,109399031,109426486
284612,109466478,109482142
127002,109483904,109492804
284613,109492830,109500441
57463,109504178,109509742
83873,109537539,109547260
2773,109548564,109595843
2780,109603091,109619733
271,109619813,109632055
2948,109656076,109665501
2946,109668022,109683997
2944,109687796,109693745
2949,109711751,109718268
2947,109733932,109741038
79574,109750080,109764022
1435,109910506,109930994
10768,109984741,110023742
85369,110031577,110054641
257,110060375,110070700
164153,110112440,110113947
388662,110150510,110202202
3749,110210714,110282649
64783,110339323,110346681
9122,110362851,110391970
10542,110401253,110407924
84432,110451166,110457354
3744,110517217,110519175
3737,110593580,110631536
3738,110672452,110675033
963,110871199,110899936
55791,110877252,110964203
128338,111117332,111140216
10390,111139627,111185102
79961,111185969,111204791
1117,111227659,111243440
27159,111290852,111320566
128344,111324663,111353017
5016,111414315,111427777
79084,111439890,111449308
515,111449121,111461918
128346,111462694,111478512
57413,111483348,111564003
140,111499429,111504121
5906,111542223,111713115
107985184,111617611,111620809
5906,111619783,111716695
55924,111722064,111755797
11218,111755568,111767577
3752,111770662,111989577
643355,111990100,111998842
55917,112391085,112461164
7482,112466541,112521288
54879,112517444,112620838
829,112619453,112671619
4343,112674312,112702377
389,112701127,112707403
333926,112709994,112715328
284467,112719003,112727235
6566,112911847,112956353
9860,113073170,113132260
260425,113390474,113685923
10745,113697202,113759888
54665,113761832,113812476
26191,113813811,113871761
440603,113876814,113887547
10717,113894194,113905202
64858,113904619,113914086
204851,113929197,113977869
56944,113979391,113982254
148281,114089292,114153919
51592,114392777,114511160
10286,114567557,114581644
163259,114584575,114670111
270,114673098,114695618
4893,114704464,114716894
7812,114716913,114758050
80143,114769479,114780687
6847,114854268,114995370
7252,115029824,115035935
10100,115048011,115089501
4803,115285915,115338253
81839,115641953,115698224
845,115700003,115768805
4808,115836377,115841126
55356,115976498,116070054
126868,116072744,116135240
476,116373173,116404774
965,116487140,116571093
3321,116574398,116667755
388667,116694112,116706603
914,116754464,116769229
5738,116909923,116990358
9398,116990423,117037481
8458,117060288,117107453
80263,117107711,117121789
79679,117143587,117210992
10905,117367393,117525698
54855,117605982,117628389
54834,117860227,117930042
10885,117929749,117960426
200162,117953665,118185225
6913,118883043,118989556
10352,119031216,119140701
51179,119361913,119394130
3284,119414931,119423039
3283,119507112,119515060
90874,119619377,119648173
26227,119711737,119744226
3158,119747996,119769125
83998,119794018,119811580
343505,119833730,119844880
11085,119893533,119896524
4853,119911553,120073449
9554,120152520,120176534
728841,120436351,120467844
100996724,120471449,120701470
101929796,120723936,120804497
101060684,120805561,120842215
653505,120889746,120890530
100996720,120913320,120914351
105369199,120963148,120981282
100996721,121011690,121013923
2210,121087345,121097161
100996318,121090289,121098265
653820,121167646,121186896
653464,121184967,121392819
107985199,143318207,143319096
107983967,143464779,143476935
107985108,143729544,143737130
105369140,143744713,143760507
100996713,143878414,143885954
554282,143955364,143974219
107985109,144143571,144144457
107985527,144311955,144313935
730262,144372875,144373659
284565,144421386,144459464
728945,144592868,144593652
105371215,144652212,144654427
107985111,144822103,144822992
647135,144887191,145093441
728833,145093805,145112696
101929805,145133552,145149891
645142,145241415,145242199
100288142,145289900,145405778
105371303,145395130,145425602
101060254,145506388,145567523
653519,145607960,145670977
5174,145670852,145707507
11126,145719312,145739288
27246,145744428,145824123
10623,145823183,145844402
200035,145844985,145848954
10401,145848522,145859081
148741,145866560,145885866
8515,145891208,145910189
8799,145911348,145918924
9939,145921556,145927536
128077,145933423,145958038
84265,145959037,145978848
284615,145959441,145964582
84265,145964673,145978848
10628,145992426,145996631
148738,146017468,146021822
100132406,146066318,146144804
388677,146151908,146229032
105371242,146342335,146344907
149013,146938545,146996093
5565,147155106,147172589
9557,147172804,147295764
2330,147183963,147225798
9557,147242641,147295766
607,147541394,147626219
51205,147629658,147670543
2702,147756199,147781127
2703,147902820,147915287
51463,147928393,147993523
200030,148102046,148152190
644591,148482548,148483285
25832,148531385,148607636
100996763,148596477,148712497
100996517,148766340,148786183
9659,148808167,149051277
400818,149054033,149090861
100996716,149175714,149363915
653513,149187067,149322070
100996716,149344071,149363915
100996717,149386823,149475116
101060226,149472955,149556256
653598,149583823,149584607
2209,149782677,149791675
440689,149782689,149812373
2209,149782694,149792518
440689,149811879,149812373
653604,149813225,149813681
8370,149832657,149833052
126961,149840687,149841193
8337,149842218,149842751
723790,149851061,149851594
333932,149852619,149853125
554313,149860764,149861159
8349,149884460,149886682
8338,149886975,149887411
317772,149887469,149887916
51027,149899582,149900795
9900,149903318,149917882
10262,149923317,149928252
10903,149928651,149936898
56957,149940330,150010766
11311,150067293,150145327
51177,150149434,150160065
81611,150218417,150236156
23632,150257255,150265078
51107,150265399,150282291
79630,150272284,150280927
148523,150282533,150287093
54460,150293842,150308979
9129,150321479,150353228
23248,150364111,150476566
80222,150487364,150507609
1893,150508011,150513789
54507,150549369,150560937
107983947,150550283,150551350
54507,150551117,150560933
4170,150574551,150579738
2029,150622123,150629622
55204,150646225,150697196
84072,150698059,150720910
1520,150730196,150765957
1513,150796208,150808441
405,150809705,150876768
9869,150926246,150964744
29956,150965173,150975003
8416,150982023,150995638
55793,150996737,151008378
58497,151008391,151035713
149428,151036553,151047600
54964,151047783,151051420
56882,151050971,151059649
10962,151059675,151068497
126626,151070180,151125545
10500,151131685,151148408
100534012,151156629,151170297
79626,151156629,151159749
388695,151159748,151165948
79005,151166022,151170297
29765,151169986,151176071
6944,151176300,151190213
8394,151198003,151249536
5710,151254700,151267479
57592,151281555,151291905
5298,151291797,151327715
5993,151340640,151347319
8991,151364302,151372734
5692,151399565,151401936
23126,151402724,151459465
57530,151510859,151538692
7286,151540294,151583583
81609,151612027,151699083
11189,151700058,151716821
284485,151721537,151729606
65005,151759643,151763916
51686,151762969,151771330
11022,151769354,151790576
339398,151800264,151805442
6097,151806071,151832450
100191040,151837818,151840557
284486,151847101,151853697
117145,151870866,151909885
6281,151982910,151994238
6282,152032506,152037035
100131107,152079413,152080924
126637,152084144,152089064
7062,152106317,152115454
126638,152153595,152159228
388697,152212076,152224196
2312,152302175,152325203
388698,152348735,152360028
49860,152409243,152414274
254910,152510844,152512177
54544,152514502,152516010
353145,152565654,152566770
84648,152579384,152580504
353144,152600662,152601086
353143,152613811,152614098
353142,152622834,152623103
353141,152663411,152664659
353140,152675315,152676574
26239,152686123,152687401
353139,152698364,152699442
199834,152709047,152709434
100129271,152719522,152720429
448834,152758030,152762053
353137,152776372,152776969
353135,152786277,152788426
353134,152796751,152798181
353133,152804835,152806631
353132,152811971,152813109
353131,152827473,152828097
448835,152842830,152844211
4184,152878322,152885047
3713,152908563,152911886
163778,152968765,152972602
6698,152984088,152985814
6707,153001747,153003856
