>: [(21222, 2, 0.66383838383838389, 2)]
>: [(9886, 5, 0.69040404040404035, 4)]
>: [(3164, 4, 0.69989898989898991, 0)]
>: [(6168, 8, 0.70272727272727287, 3)]
>: [(2457, 3, 0.71989898989898982, 3)]
>: [(5632, 5, 0.76111111111111107, 2)]
>: [(790, 15, 0.7631313131313131, 3)]
>: [(756, 9, 0.77626262626262621, 0)]
>: [(11, 2, 0.77696969696969709, 0)]
>: [(685, 9, 0.78939393939393943, 0)]
>: [(442, 6, 0.79242424242424248, 1)]
>: [(26, 6, 0.79636363636363627, 0)]
>: [(757, 7, 0.80666666666666664, 1)]
>: [(644, 4, 0.81070707070707082, 3)]
>: [(555, 7, 0.81959595959595966, 4)]
>: [(1, 3, 0.83353535353535357, 4)]
using time: 15001.000806331635
