>: [(29647, 3, 0.60505050505050506, 4)]
>: [(30516, 4, 0.61636363636363645, 3)]
>: [(29611, 8, 0.70383838383838382, 2)]
>: [(5942, 4, 0.73989898989898983, 4)]
>: [(2336, 14, 0.75848484848484854, 3)]
>: [(30, 3, 0.76232323232323229, 0)]
>: [(705, 3, 0.78444444444444439, 1)]
>: [(686, 8, 0.80757575757575761, 0)]
>: [(20, 6, 0.80848484848484858, 0)]
>: [(644, 4, 0.81070707070707082, 3)]
>: [(0, 7, 0.81464646464646473, 3)]
>: [(8708, 1, 0.82060606060606067, 2)]
>: [(1, 3, 0.83353535353535357, 4)]
using time: 15326.998906135559
